,carat,cut,color,clarity,depth,table,price,x,y,z,volume,ratio_xy
15970,1.01,Fair,F,VS1,64.5,59.0,6391,6.27,6.19,4.02,156.021426,1.0129240710823908
19172,1.28,Very Good,E,SI1,59.8,59.1,7927,6.99,7.05,4.21,207.466695,0.9914893617021278
37389,0.4,Premium,G,VVS2,61.7,59.0,982,4.73,4.76,2.93,65.96836400000001,0.9936974789915968
21326,1.51,Premium,F,SI2,59.9,58.0,9471,7.53,7.46,4.49,252.22036200000002,1.009383378016086
14261,1.08,Premium,H,VS2,62.9,55.0,5775,6.59,6.54,4.13,177.99721799999998,1.007645259938838
34771,0.41,Ideal,D,SI2,61.0,56.0,876,4.83,4.78,2.93,67.646082,1.010460251046025
20255,1.5,Ideal,I,SI1,62.1,55.0,8685,7.32,7.36,4.56,245.67091200000002,0.9945652173913043
40560,0.41,Very Good,G,VVS1,60.3,60.0,1151,4.74,4.78,2.87,65.02616400000001,0.9916317991631799
9731,1.26,Ideal,J,SI2,62.5,53.0,4656,6.86,6.9,4.3,203.5362,0.9942028985507246
16719,0.3,Very Good,D,VS2,62.9,55.0,610,4.31,4.34,2.72,50.878688,0.9930875576036866
43316,0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89,64.109448,0.9873417721518987
22788,1.16,Premium,F,VVS1,60.4,60.0,10809,6.9,6.77,4.13,192.92469,1.0192023633677991
44958,0.58,Ideal,E,SI1,61.5,55.0,1636,5.34,5.39,3.3,94.98257999999998,0.9907235621521336
936,0.84,Very Good,F,SI1,63.8,57.0,2885,5.95,6.0,3.81,136.01700000000002,0.9916666666666667
4057,0.36,Ideal,G,SI1,61.5,54.0,571,4.6,4.63,2.84,60.48631999999999,0.9935205183585313
51797,0.7,Good,F,VS2,63.9,53.0,2415,5.65,5.61,3.6,114.10740000000001,1.0071301247771836
38015,0.6,Ideal,I,SI2,61.8,55.0,1009,5.44,5.46,3.37,100.097088,0.9963369963369965
45156,0.5,Ideal,D,SI1,60.8,56.0,1654,5.14,5.12,3.12,82.108416,1.00390625
20965,1.01,Very Good,F,VVS1,63.2,56.0,9176,6.39,6.33,4.02,162.60377399999996,1.0094786729857819
13675,0.91,Very Good,D,VS1,62.5,56.0,5597,6.14,6.18,3.85,146.08902,0.9935275080906149
40240,0.39,Ideal,F,VVS1,61.7,55.0,1124,4.69,4.71,2.9,64.06071,0.9957537154989385
34054,0.36,Ideal,D,SI1,59.5,56.0,851,4.68,4.63,2.77,60.021468,1.0107991360691144
865,0.75,Very Good,D,SI1,60.7,55.0,2872,5.87,5.92,3.58,124.406432,0.9915540540540541
45116,0.71,Good,I,SI1,63.6,63.0,1651,5.61,5.64,3.58,113.272632,0.9946808510638299
37728,0.3,Very Good,E,VVS1,63.5,57.0,995,4.27,4.23,2.7,48.76767,1.0094562647754135
2255,0.75,Premium,E,VS2,61.8,58.0,3150,5.85,5.83,3.61,123.12085499999999,1.0034305317324184
22404,1.58,Premium,I,VS1,61.1,59.0,10428,7.44,7.52,4.57,255.686016,0.9893617021276597
23392,0.36,Very Good,E,SI1,62.4,55.0,631,4.52,4.55,2.83,58.20178,0.9934065934065933
16765,1.2,Ideal,H,SI1,61.3,57.0,6675,6.81,6.85,4.19,195.457215,0.9941605839416058
36652,0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53,112.88516399999997,1.0053191489361704
43134,0.58,Good,F,SI1,63.1,57.0,1388,5.29,5.33,3.35,94.45559500000002,0.9924953095684803
40726,0.52,Very Good,H,SI1,62.6,59.0,1161,5.06,5.13,3.19,82.805382,0.98635477582846
33395,0.31,Ideal,F,VVS1,62.4,55.0,828,4.33,4.36,2.71,51.161548,0.9931192660550459
37437,0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75,54.701625,0.9955257270693513
51651,0.35,Very Good,H,VS2,59.8,62.0,545,4.57,4.63,2.75,58.18752500000001,0.9870410367170627
30023,0.36,Ideal,E,VS2,61.3,56.0,718,4.59,4.61,2.82,59.670918,0.9956616052060736
25268,2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18,365.92970399999996,1.0083632019115891
15895,1.24,Very Good,G,SI2,60.5,60.0,6354,6.93,7.01,4.22,205.00464599999998,0.9885877318116976
38705,0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83,59.36207999999999,1.0087719298245614
20023,0.32,Ideal,G,SI2,62.5,57.0,421,4.35,4.38,2.73,52.014689999999995,0.9931506849315068
14031,1.22,Ideal,H,SI2,61.7,56.0,5703,6.83,6.91,4.24,200.10807200000002,0.9884225759768451
18758,1.05,Very Good,E,VS1,59.8,59.0,7666,6.57,6.75,3.98,176.50305,0.9733333333333334
7153,1.04,Very Good,F,SI2,62.3,58.0,4181,6.44,6.5,4.03,168.69580000000002,0.9907692307692308
46434,0.59,Very Good,H,VVS2,61.1,57.0,1771,5.39,5.48,3.32,98.06350400000001,0.9835766423357662
43421,0.51,Very Good,H,VS2,60.8,58.0,1414,5.12,5.17,3.13,82.852352,0.9903288201160542
13005,1.21,Premium,G,SI2,62.7,59.0,5405,6.74,6.66,4.2,188.53128000000004,1.012012012012012
20183,1.52,Premium,D,SI2,62.8,58.0,8631,7.37,7.28,4.6,246.80656,1.0123626373626373
49909,0.54,Ideal,F,VVS2,62.1,54.0,2180,5.24,5.26,3.26,89.85342399999999,0.9961977186311788
5586,1.0,Fair,F,SI2,65.5,54.0,3864,6.2,6.16,4.05,154.67759999999998,1.0064935064935066
10906,1.01,Ideal,I,VS2,61.3,53.0,4887,6.52,6.54,4.0,170.5632,0.9969418960244648
5064,0.34,Premium,F,SI2,63.0,58.0,574,4.47,4.45,2.81,55.895115000000004,1.0044943820224719
9620,1.2,Very Good,J,SI2,61.4,55.0,4636,6.85,6.92,4.23,200.51046,0.9898843930635838
8049,0.31,Ideal,E,SI1,62.1,56.0,582,4.35,4.38,2.71,51.63362999999999,0.9931506849315068
17056,0.4,Ideal,J,SI1,61.4,55.0,612,4.75,4.8,2.93,66.804,0.9895833333333334
8391,0.32,Very Good,E,SI1,59.9,57.0,584,4.47,4.49,2.68,53.788404,0.9955456570155901
14638,1.01,Very Good,H,VS2,59.7,64.0,5911,6.45,6.48,3.86,161.33256000000003,0.9953703703703703
48978,0.36,Premium,D,SI2,60.0,58.0,537,4.58,4.62,2.76,58.400496,0.9913419913419913
28853,0.41,Ideal,D,SI2,62.6,55.0,683,4.76,4.8,2.99,68.31552,0.9916666666666667
27581,1.6,Ideal,F,VS2,62.0,55.0,18421,7.49,7.54,4.66,263.17163600000003,0.993368700265252
42097,0.44,Ideal,E,VVS2,61.9,56.0,1274,4.88,4.91,3.03,72.60122399999999,0.9938900203665987
2779,0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6,118.40256000000001,0.9913194444444444
46453,0.52,Premium,D,VS2,61.8,58.0,1774,5.15,5.2,3.2,85.69600000000001,0.9903846153846154
48915,0.58,Good,E,VS1,61.5,61.9,2041,5.3,5.34,3.27,92.54754,0.9925093632958801
43664,0.5,Ideal,F,VS2,62.7,57.0,1436,5.06,5.11,3.19,82.482554,0.9902152641878668
53881,0.73,Premium,G,VS2,60.7,58.0,2746,5.82,5.87,3.55,121.28007000000001,0.9914821124361158
7194,0.91,Very Good,F,SI1,63.1,60.0,4188,6.13,6.17,3.88,146.74974799999998,0.993517017828201
13740,0.41,Ideal,J,VS1,62.2,55.0,604,4.76,4.79,2.97,67.71718800000001,0.9937369519832985
5578,0.9,Very Good,E,SI1,62.9,55.0,3863,6.18,6.22,3.9,149.91443999999998,0.9935691318327974
6140,1.02,Ideal,H,I1,62.1,56.0,3987,6.45,6.4,3.99,164.7072,1.0078125
29863,0.3,Ideal,D,VS2,62.2,55.0,710,4.29,4.33,2.68,49.78287600000001,0.9907621247113164
20821,1.1,Very Good,G,VVS2,60.5,55.7,9050,6.7,6.76,4.07,184.33844000000002,0.9911242603550297
10559,1.11,Very Good,G,SI2,58.5,61.0,4816,6.74,6.8,3.96,181.49472,0.9911764705882353
5251,1.0,Premium,J,VS2,60.3,58.0,3790,6.49,6.44,3.9,163.00284000000002,1.0077639751552794
21163,1.53,Premium,J,VVS1,61.6,58.0,9322,7.4,7.37,4.55,248.14790000000002,1.0040705563093624
3984,1.04,Premium,I,SI2,61.6,58.0,3512,6.58,6.47,4.02,171.141852,1.017001545595054
24219,2.01,Premium,J,SI2,61.4,60.0,12407,8.14,8.07,4.98,327.13520400000004,1.0086741016109046
30582,0.31,Premium,D,VS2,62.0,59.0,734,4.32,4.36,2.69,50.66668800000001,0.9908256880733944
11091,1.01,Good,E,SI1,56.9,61.0,4928,6.65,6.6,3.77,165.4653,1.0075757575757578
19063,1.26,Ideal,H,VS1,61.5,59.0,7845,6.94,6.91,4.26,204.290004,1.0043415340086832
27557,2.07,Ideal,F,SI2,61.5,55.0,18344,8.23,8.28,5.08,346.17355200000003,0.9939613526570049
16673,1.0,Ideal,D,SI1,62.5,55.0,6664,6.42,6.34,3.99,162.404172,1.0126182965299684
45944,0.59,Very Good,F,VS2,61.8,58.0,1723,5.35,5.4,3.32,95.9148,0.9907407407407406
2173,0.71,Ideal,D,VS2,60.4,57.0,3135,5.77,5.82,3.5,117.53490000000001,0.9914089347079037
32101,0.33,Ideal,D,VS2,62.1,56.0,781,4.42,4.47,2.76,54.53042399999999,0.9888143176733781
31917,0.3,Premium,G,VS1,62.1,60.0,776,4.3,4.24,2.65,48.3148,1.0141509433962264
49484,0.7,Good,E,SI2,61.0,64.0,2116,5.63,5.69,3.45,110.519715,0.9894551845342706
52032,0.72,Ideal,G,SI2,60.8,57.0,2449,5.79,5.82,3.52,118.616256,0.9948453608247422
41504,0.51,Fair,H,VS1,55.5,64.0,1234,5.44,5.4,3.01,88.42176,1.0074074074074073
7457,1.01,Good,D,SI2,64.0,56.0,4234,6.25,6.29,4.01,157.643125,0.9936406995230525
5201,0.9,Very Good,F,SI1,61.3,58.0,3780,6.08,6.13,3.74,139.391296,0.9918433931484503
26284,2.01,Very Good,H,SI2,63.0,59.0,15773,7.9,7.93,4.99,312.60853000000003,0.9962168978562422
17803,1.0,Very Good,G,VVS2,63.0,56.0,7177,6.37,6.4,4.02,163.88735999999997,0.9953124999999999
13218,1.18,Premium,G,SI1,62.1,59.0,5458,6.75,6.71,4.18,189.32264999999998,1.0059612518628913
44457,0.5,Very Good,G,VS1,62.9,55.0,1592,5.06,5.09,3.19,82.15972599999999,0.9941060903732809
16005,1.27,Ideal,H,SI2,61.8,57.0,6403,6.93,6.96,4.29,206.918712,0.9956896551724138
52821,0.7,Very Good,F,SI1,62.4,56.0,2573,5.63,5.69,3.53,113.08249099999999,0.9894551845342706
29010,0.34,Very Good,H,VVS2,63.0,55.0,686,4.44,4.48,2.81,55.894272000000015,0.9910714285714286
21067,1.01,Very Good,F,VVS1,62.8,58.0,9243,6.35,6.39,4.0,162.30599999999998,0.9937402190923318
7211,1.01,Good,H,SI1,64.0,58.0,4191,6.37,6.31,4.06,163.19048199999997,1.0095087163232965
21277,1.27,Ideal,G,VS1,59.6,57.0,9431,7.09,7.06,4.22,211.23378799999998,1.0042492917847026
22201,1.16,Ideal,D,VS1,61.2,58.0,10241,6.73,6.76,4.13,187.89352399999999,0.9955621301775149
3812,0.73,Ideal,D,VS2,61.4,56.0,3467,5.81,5.78,3.56,119.551208,1.005190311418685
43530,0.49,Good,F,VS1,63.6,59.0,1426,4.95,4.92,3.14,76.47156,1.0060975609756098
42865,0.52,Good,F,SI1,63.6,62.0,1357,5.07,4.96,3.2,80.47104000000002,1.0221774193548387
25109,1.69,Ideal,I,VS2,60.5,56.0,13645,7.74,7.77,4.69,282.05566200000004,0.9961389961389963
45274,0.54,Very Good,F,VS2,59.4,57.0,1662,5.29,5.35,3.16,89.43274,0.988785046728972
21077,1.18,Ideal,G,VVS2,62.2,54.0,9252,6.78,6.82,4.23,195.59350800000004,0.9941348973607038
5548,1.02,Premium,J,SI1,61.8,58.0,3856,6.5,6.44,4.0,167.44,1.0093167701863353
44650,0.28,Very Good,G,VVS2,62.5,53.0,522,4.18,4.21,2.62,46.106236,0.9928741092636579
43187,0.58,Ideal,E,SI2,61.4,57.1,1392,5.36,5.38,3.3,95.16144,0.996282527881041
29025,0.3,Ideal,G,VVS2,62.5,53.8,687,4.26,4.3,2.68,49.09224,0.9906976744186047
49757,0.7,Premium,E,SI2,61.8,59.0,2159,5.69,5.76,3.54,116.021376,0.9878472222222223
29996,0.43,Premium,E,SI2,60.8,58.0,716,4.86,4.88,2.96,70.201728,0.9959016393442623
20957,1.54,Ideal,J,VVS2,62.8,58.0,9171,7.32,7.37,4.61,248.70212400000003,0.9932157394843962
47838,0.7,Very Good,J,VS2,62.0,59.0,1907,5.61,5.65,3.49,110.62078500000003,0.9929203539823008
48025,0.7,Good,J,VVS2,64.3,56.0,1922,5.57,5.63,3.6,112.89276000000001,0.9893428063943163
32481,0.3,Ideal,E,VS2,61.8,55.0,795,4.34,4.36,2.69,50.901256,0.9954128440366972
17663,1.02,Ideal,D,VS1,62.7,55.0,7118,6.49,6.4,4.04,167.80544,1.0140624999999999
29110,0.34,Premium,H,VS2,61.1,58.0,689,4.5,4.47,2.74,55.1151,1.0067114093959733
41531,0.42,Ideal,G,VVS1,60.0,57.0,1235,4.86,4.84,2.91,68.45018400000001,1.0041322314049588
34170,0.33,Premium,G,VS1,61.9,59.0,854,4.45,4.43,2.75,54.212125,1.0045146726862304
47959,0.57,Premium,D,VS2,60.8,59.0,1918,5.34,5.38,3.26,93.657192,0.9925650557620818
41822,0.5,Ideal,D,SI2,61.0,57.0,1250,5.15,5.12,3.13,82.53184,1.005859375
45881,0.36,Ideal,D,VVS1,61.5,55.0,1718,4.61,4.63,2.84,60.617812,0.9956803455723543
33083,0.32,Premium,E,VVS1,60.8,59.0,814,4.43,4.45,2.7,53.22645,0.995505617977528
8640,1.06,Premium,I,SI1,61.9,59.0,4452,6.52,6.5,4.03,170.79139999999998,1.003076923076923
4877,0.9,Premium,F,SI1,61.3,58.0,3714,6.13,6.08,3.74,139.391296,1.0082236842105263
36653,0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53,112.88516399999997,1.0053191489361704
13916,1.29,Premium,I,VS1,61.1,58.0,5664,7.03,6.98,4.28,210.01703200000003,1.0071633237822348
2078,0.75,Premium,E,VS2,59.9,61.0,3108,5.97,5.91,3.56,125.60641199999999,1.0101522842639594
15038,0.3,Good,G,VS1,63.6,57.0,605,4.23,4.26,2.7,48.65346,0.9929577464788734
14218,1.23,Ideal,J,VS2,61.7,57.0,5763,6.87,6.8,4.22,197.14151999999999,1.0102941176470588
29345,0.31,Premium,G,VS2,59.9,59.0,698,4.4,4.38,2.63,50.68536,1.0045662100456623
24378,0.3,Ideal,G,VVS2,61.1,58.0,638,4.33,4.35,2.65,49.914075,0.9954022988505749
3012,1.0,Good,D,SI2,64.0,54.0,3304,6.29,6.24,4.01,157.390896,1.0080128205128205
18623,1.09,Very Good,F,VS1,62.9,58.0,7598,6.51,6.55,4.11,175.252455,0.9938931297709923
15225,1.04,Ideal,D,SI1,61.9,57.0,6112,6.51,6.54,4.04,172.004616,0.9954128440366972
19236,1.55,Premium,I,SI2,58.5,60.0,7972,7.64,7.58,4.45,257.70484,1.007915567282322
2540,0.72,Premium,D,VS2,60.6,57.0,3205,5.82,5.79,3.52,118.616256,1.005181347150259
16405,0.63,Ideal,D,IF,62.5,55.0,6549,5.47,5.5,3.43,103.19154999999999,0.9945454545454545
40148,0.35,Ideal,E,VVS1,62.2,56.0,1116,4.53,4.51,2.81,57.409143,1.0044345898004436
39422,0.41,Ideal,F,VS1,62.6,55.0,1076,4.77,4.75,2.98,67.51935,1.0042105263157894
7503,1.04,Premium,E,SI2,61.0,60.0,4240,6.57,6.52,3.99,170.917236,1.0076687116564418
46268,0.54,Ideal,E,VS2,62.2,55.0,1754,5.21,5.24,3.25,88.7263,0.9942748091603053
41795,0.52,Premium,G,SI1,60.6,61.0,1249,5.19,5.17,3.14,84.253422,1.0038684719535784
52633,0.33,Very Good,I,VVS2,61.6,57.0,552,4.43,4.45,2.73,53.817855,0.995505617977528
20436,1.5,Very Good,H,SI1,61.5,62.0,8791,7.24,7.3,4.47,236.24843999999996,0.9917808219178083
39339,0.49,Premium,G,SI1,62.4,58.0,1072,5.05,4.99,3.13,78.874435,1.0120240480961924
10776,1.23,Premium,J,VS2,62.7,58.0,4856,6.81,6.77,4.26,196.40176199999996,1.0059084194977843
32553,0.3,Ideal,G,IF,62.4,55.0,799,4.3,4.32,2.69,49.96944,0.9953703703703702
30331,0.36,Premium,G,VS1,62.3,59.0,726,4.5,4.55,2.82,57.73949999999999,0.989010989010989
21899,2.06,Premium,F,I1,58.7,61.0,9967,8.33,8.31,4.88,337.804824,1.0024067388688327
23248,1.51,Premium,G,SI1,62.6,58.0,11255,7.3,7.27,4.56,242.00375999999997,1.0041265474552958
21694,0.34,Premium,I,VVS1,60.5,59.0,626,4.48,4.54,2.73,55.526016000000006,0.9867841409691631
28653,0.3,Premium,E,SI1,60.0,60.0,675,4.38,4.36,2.62,50.03361600000001,1.0045871559633026
37440,0.33,Ideal,E,VVS1,61.7,56.0,984,4.42,4.46,2.74,54.014168000000005,0.9910313901345291
321,0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,117.7522,1.0051107325383306
7140,1.11,Premium,E,SI2,61.0,60.0,4177,6.68,6.66,4.07,181.069416,1.003003003003003
17765,1.05,Premium,F,VS2,62.6,58.0,7154,6.5,6.47,4.06,170.74329999999998,1.0046367851622875
53750,0.7,Ideal,G,VS1,61.9,57.0,2724,5.7,5.68,3.52,113.96351999999999,1.0035211267605635
11992,1.04,Ideal,F,SI1,61.2,56.0,5145,6.54,6.6,4.02,173.51927999999995,0.990909090909091
35440,0.32,Ideal,E,VS2,62.2,56.0,900,4.41,4.37,2.73,52.61174100000001,1.0091533180778032
24893,2.0,Ideal,H,SI1,62.9,56.0,13320,8.06,7.97,5.04,323.760528,1.0112923462986199
44928,0.51,Ideal,G,VS1,59.0,59.0,1632,5.25,5.28,3.11,86.20920000000001,0.9943181818181818
46507,0.5,Ideal,G,VVS2,61.0,56.0,1779,5.13,5.14,3.13,82.53246599999999,0.9980544747081712
26641,2.04,Very Good,I,SI1,63.6,60.0,16420,7.97,7.86,5.03,315.100326,1.0139949109414756
33672,0.41,Ideal,G,SI2,61.0,57.0,836,4.82,4.79,2.93,67.647254,1.0062630480167014
37788,0.5,Good,E,SI2,63.2,61.0,1000,5.02,5.05,3.18,80.61617999999999,0.994059405940594
49470,0.47,Ideal,F,VVS1,61.6,56.0,2113,5.0,5.02,3.09,77.55899999999998,0.9960159362549802
31849,0.36,Ideal,D,VS2,62.0,54.0,776,4.6,4.62,2.86,60.780719999999995,0.9956709956709956
3181,0.91,Good,G,SI2,63.2,61.0,3340,6.01,6.27,3.88,146.20887599999998,0.9585326953748007
245,0.76,Good,E,SI1,63.7,54.0,2789,5.76,5.85,3.7,124.6752,0.9846153846153847
14767,1.06,Premium,F,VS2,61.2,57.0,5942,6.64,6.49,4.02,173.23627199999999,1.0231124807395993
23863,1.34,Ideal,G,VVS2,62.0,55.0,11955,7.02,7.08,4.37,217.195992,0.9915254237288135
40993,0.42,Premium,E,VS1,62.2,59.0,1181,4.79,4.76,2.97,67.71718800000001,1.0063025210084033
16537,1.01,Premium,E,VS2,62.9,59.0,6606,6.36,6.3,3.98,159.47064,1.0095238095238097
38769,0.31,Ideal,F,IF,61.8,54.0,1046,4.37,4.33,2.69,50.900449,1.0092378752886837
32546,0.27,Ideal,D,VVS2,62.6,56.0,799,4.15,4.13,2.59,44.391305,1.0048426150121066
24547,2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93,321.06131999999997,0.9925925925925926
35149,0.43,Very Good,E,VS1,61.3,56.0,890,4.85,4.88,2.98,70.53063999999999,0.9938524590163934
1162,0.71,Ideal,I,IF,61.5,56.0,2925,5.74,5.77,3.54,117.244092,0.9948006932409014
53679,0.56,Ideal,E,VVS2,61.7,56.0,2712,5.31,5.33,3.28,92.831544,0.99624765478424
22347,1.56,Ideal,F,SI2,61.6,56.0,10396,7.45,7.41,4.58,252.83661,1.0053981106612686
288,0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,135.88909,0.9950819672131148
26219,2.04,Very Good,H,SI2,62.7,56.0,15618,8.06,8.12,5.07,331.817304,0.9926108374384238
46436,0.54,Good,E,VS2,60.2,61.0,1771,5.27,5.32,3.19,89.436116,0.9906015037593984
35248,0.3,Premium,E,VVS1,60.0,60.0,895,4.35,4.38,2.62,49.918859999999995,0.9931506849315068
10073,0.35,Premium,J,VS1,62.2,58.0,591,4.54,4.49,2.81,57.28072600000001,1.0111358574610245
10686,0.82,Very Good,G,IF,61.9,57.0,4844,5.96,6.0,3.7,132.312,0.9933333333333333
12458,1.06,Premium,H,VS1,62.1,60.0,5247,6.52,6.5,4.04,171.21519999999998,1.003076923076923
43503,0.43,Ideal,F,VVS1,62.1,55.0,1422,4.85,4.81,3.0,69.98549999999999,1.0083160083160083
41467,0.41,Premium,G,VVS1,61.0,61.0,1230,4.75,4.72,2.89,64.7938,1.00635593220339
1171,0.7,Very Good,F,VS2,61.3,54.0,2928,5.72,5.76,3.52,115.97414399999998,0.9930555555555556
4678,1.05,Premium,F,SI2,61.1,59.0,3672,6.54,6.61,4.02,173.782188,0.989409984871407
10380,1.13,Ideal,F,SI2,62.3,57.0,4778,6.67,6.61,4.14,182.527218,1.0090771558245082
46704,0.55,Ideal,E,VS2,61.8,57.0,1792,5.34,5.27,3.28,92.30510399999999,1.013282732447818
39578,0.31,Ideal,H,IF,60.8,56.0,1081,4.42,4.4,2.68,52.12064,1.0045454545454544
31326,0.32,Ideal,E,VS1,61.8,55.0,758,4.4,4.43,2.73,53.21316,0.9932279909706547
30515,0.31,Ideal,D,SI1,62.9,57.0,732,4.32,4.27,2.7,49.80528,1.0117096018735365
44349,0.56,Ideal,E,SI1,61.7,56.0,1580,5.3,5.33,3.28,92.65671999999999,0.9943714821763602
26567,2.04,Ideal,F,SI2,62.3,57.0,16261,8.05,8.13,5.04,329.8503600000001,0.990159901599016
33063,0.3,Ideal,F,VVS1,62.2,56.0,814,4.27,4.31,2.67,49.13787899999999,0.9907192575406032
48635,0.3,Good,D,SI2,60.8,65.0,536,4.29,4.26,2.6,47.51604,1.0070422535211268
23175,1.5,Premium,H,VS1,62.1,59.0,11189,7.31,7.27,4.53,240.740961,1.0055020632737277
25503,1.51,Premium,F,VS2,62.5,58.0,14294,7.36,7.21,4.55,241.44848000000002,1.0208044382801664
28182,0.37,Premium,I,VS2,61.6,60.0,666,4.61,4.58,2.83,59.75205400000001,1.0065502183406114
48993,0.7,Good,H,SI1,64.2,60.0,2048,5.52,5.6,3.57,110.35583999999997,0.9857142857142857
3124,0.96,Ideal,J,VS2,61.5,57.0,3326,6.32,6.36,3.9,156.76128000000003,0.9937106918238994
41365,0.65,Premium,I,SI2,60.7,58.0,1219,5.65,5.62,3.42,108.59526000000001,1.005338078291815
17705,0.31,Good,H,VVS1,63.7,56.0,612,4.3,4.33,2.75,51.20225,0.9930715935334873
41125,0.6,Premium,D,SI2,62.0,57.0,1196,5.43,5.35,3.34,97.02866999999998,1.0149532710280373
36192,0.4,Ideal,G,VVS2,61.9,55.0,931,4.72,4.75,2.93,65.6906,0.9936842105263157
22776,1.86,Very Good,J,VS2,62.5,55.0,10798,7.81,7.9,4.91,302.94209,0.9886075949367088
31319,0.32,Ideal,D,VS2,61.5,56.0,758,4.39,4.42,2.71,52.58429799999999,0.9932126696832578
13870,1.23,Premium,I,SI1,59.6,60.0,5648,6.96,6.93,4.14,199.68379199999998,1.0043290043290043
50874,0.81,Premium,H,SI2,61.6,62.0,2313,6.0,5.92,3.67,130.3584,1.0135135135135136
31748,0.44,Very Good,G,SI1,61.6,61.0,772,4.83,4.88,2.99,70.475496,0.9897540983606558
45914,0.53,Premium,G,VS1,62.4,58.0,1721,5.16,5.2,3.23,86.66736,0.9923076923076923
932,0.72,Ideal,D,SI1,61.8,56.0,2883,5.75,5.81,3.57,119.26477499999999,0.9896729776247849
30080,0.32,Premium,I,VVS2,61.9,59.0,720,4.38,4.35,2.7,51.443099999999994,1.006896551724138
692,0.73,Ideal,E,SI1,62.7,55.0,2852,5.7,5.79,3.6,118.8108,0.9844559585492229
35367,0.38,Premium,H,VS2,63.0,56.0,898,4.61,4.57,2.89,60.88565300000001,1.0087527352297594
6369,0.32,Premium,H,SI1,62.2,56.0,576,4.39,4.36,2.72,52.061888,1.006880733944954
18303,1.18,Ideal,G,VS2,60.9,56.0,7439,6.8,6.85,4.16,193.7728,0.9927007299270073
41807,0.5,Premium,F,SI1,62.2,59.0,1250,5.07,5.03,3.14,80.07659400000001,1.0079522862823063
43059,0.51,Ideal,E,SI1,61.4,56.0,1377,5.15,5.17,3.17,84.40283500000001,0.9961315280464218
20960,1.5,Good,D,SI2,60.2,65.0,9173,7.37,7.34,4.43,239.64439399999998,1.0040871934604905
53204,0.71,Ideal,D,SI2,61.5,56.0,2633,5.78,5.74,3.54,117.447288,1.0069686411149825
16438,1.04,Premium,G,VS2,61.0,59.0,6564,6.53,6.42,3.95,165.59427000000002,1.017133956386293
20333,1.5,Good,H,VS1,64.3,57.0,8736,7.12,7.0,4.54,226.27360000000002,1.0171428571428571
41927,0.4,Premium,F,VVS1,60.8,59.0,1263,4.74,4.76,2.89,65.205336,0.9957983193277312
39894,0.42,Ideal,F,VS1,61.9,57.0,1103,4.81,4.79,2.97,68.428503,1.0041753653444676
41761,0.43,Ideal,E,VVS2,62.0,57.0,1245,4.84,4.87,3.01,70.94810799999999,0.9938398357289527
4322,0.9,Very Good,G,SI1,61.6,59.0,3597,6.13,6.19,3.8,144.18986,0.9903069466882067
35751,0.3,Premium,D,VS2,62.9,58.0,911,4.26,4.23,2.67,48.112866,1.0070921985815602
3972,0.55,Good,D,IF,58.0,62.0,3509,5.31,5.41,3.12,89.628552,0.9815157116451015
25775,2.11,Very Good,I,SI1,62.4,53.0,14740,8.17,8.27,5.13,346.613067,0.9879081015719469
4930,1.11,Very Good,J,VS2,63.2,59.0,3730,6.55,6.46,4.11,173.90643,1.0139318885448916
4937,1.11,Fair,H,SI2,64.4,58.0,3730,6.55,6.5,4.2,178.815,1.0076923076923077
14625,1.24,Ideal,H,SI2,62.0,56.0,5902,6.9,6.87,4.27,202.41081,1.0043668122270744
13980,1.21,Ideal,H,SI2,62.1,55.0,5692,6.87,6.82,4.25,199.12695,1.0073313782991202
52021,0.72,Good,F,SI1,60.4,61.0,2446,5.75,5.8,3.49,116.39150000000001,0.9913793103448276
23872,2.0,Fair,J,VS2,65.4,58.0,11966,7.96,7.75,5.14,317.0866,1.0270967741935484
22702,0.3,Fair,E,SI1,64.5,49.0,630,4.28,4.25,2.75,50.0225,1.0070588235294118
3095,0.79,Ideal,E,VS2,59.3,57.0,3318,6.06,6.02,3.58,130.60269599999998,1.0066445182724253
21107,1.42,Very Good,E,SI1,61.1,62.0,9278,7.17,7.2,4.39,226.62936,0.9958333333333333
12756,1.0,Premium,E,SI1,59.7,57.0,5322,6.56,6.48,3.89,165.35923200000002,1.0123456790123455
24348,1.39,Very Good,E,VS1,60.9,61.0,12614,7.15,7.19,4.37,224.65514500000003,0.9944367176634215
47749,0.54,Ideal,D,VS2,61.3,56.0,1892,5.22,5.26,3.21,88.13761199999999,0.9923954372623575
15799,1.17,Ideal,G,VS2,62.2,57.0,6321,6.75,6.72,4.19,190.0584,1.0044642857142858
45301,0.31,Very Good,G,SI2,63.2,55.0,523,4.33,4.31,2.73,50.94807899999999,1.0046403712296985
